epoch,loss,acc
1,3.6713479834409495,0.03980099502487562
2,3.491223850060458,0.08333333333333333
3,3.325893489875604,0.07711442786069651
4,3.221742156726211,0.10074626865671642
5,3.135587714797822,0.12064676616915423
6,3.0515863836108155,0.1424129353233831
